relative_path,relative_path_length,repo_relative_path,repo_relative_path_length,byte_count,size_mb,above_75mb,above_100mb,path_within_140_chars,push_allowed,dense_table_partition,sha256
cal/c000/001/metrics/paired_episode_schedule.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/paired_episode_schedule.csv,115,16432,0.0156707763671875,False,False,True,True,False,6fd7dd81b8e3f1d1d9d8b0381123f9fa392140871666798ecdf29bcfd7fb6d20
cal/c000/001/metrics/paired_policy_comparison.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/paired_policy_comparison.csv,116,213764,0.20386123657226562,False,False,True,True,False,3145edfe71a282f2557f75fe3f8d03ff0086b61a438e4ed0e01f94a078612098
cal/c000/001/metrics/policy_set.csv,35,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/policy_set.csv,102,794,0.0007572174072265625,False,False,True,True,False,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
cal/c000/001/metrics/policy_summary.csv,39,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/policy_summary.csv,106,8613,0.008213996887207031,False,False,True,True,False,19bf0d74589c7be878c34ac8c29416e7257882be00b66a027a769084f1c496a4
cal/c000/001/metrics/prediction_alignment_summary.csv,53,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/prediction_alignment_summary.csv,120,945,0.0009012222290039062,False,False,True,True,False,e348e7cb261e6ffdcc604b28d32103f8f76293db1e4085b5d4515c2313892c28
cal/c000/001/metrics/primitive_execution_log.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/primitive_execution_log.csv,115,2715006,2.589231491088867,False,False,True,True,False,389ce77e9c4f4ca64609711f31e50df7a047c60a86485525cf689a737d738395
cal/c000/001/metrics/selector_choice_log.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/selector_choice_log.csv,111,314960,0.3003692626953125,False,False,True,True,False,b50c7006789e32cfb2aa63f85b46f91cf5e06364adce4135b6e2b573236494c1
cal/c000/001/metrics/source_audit_summary.csv,45,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/source_audit_summary.csv,112,1333,0.0012712478637695312,False,False,True,True,False,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
cal/c000/001/metrics/static_map_prior_samples.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/static_map_prior_samples.csv,116,6906,0.0065860748291015625,False,False,True,True,False,282d1e945879b4b14349c972d243ae4043ef6af8d519461407f9189769890d79
cal/c000/001/metrics/termination_summary.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/metrics/termination_summary.csv,111,892,0.000850677490234375,False,False,True,True,False,251f95c23e07f055fdee7e4d84cbb72b01e673e874f6a046926336e7b3b9aa9a
cal/c000/001/reports/full_loop_validation_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/full_loop_validation_report.md,118,591,0.0005636215209960938,False,False,True,True,False,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
cal/c000/001/reports/l11_full_loop_move_on_check.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/l11_full_loop_move_on_check.md,118,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c000/001/reports/memory_ablation_report.md,46,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/memory_ablation_report.md,113,591,0.0005636215209960938,False,False,True,True,False,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
cal/c000/001/reports/prediction_alignment_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/prediction_alignment_report.md,118,591,0.0005636215209960938,False,False,True,True,False,7ce77950d6a0638dbd0550f62ed1911609580d45a2bc60440284e7be0a973240
cal/c000/001/reports/source_audit.md,36,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/source_audit.md,103,313,0.00029850006103515625,False,False,True,True,False,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
cal/c000/001/reports/v1_move_on_check.md,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c000/001/reports/v1_move_on_check.md,107,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c001/002/manifests/claim_boundary.json,42,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/claim_boundary.json,109,695,0.0006628036499023438,False,False,True,True,False,41de6ac62c4c5deb1cc4a3837e8ea269c8caf3a5ecfdf4e9c5a11043d1217329
cal/c001/002/manifests/full_loop_validation_manifest.json,57,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/full_loop_validation_manifest.json,124,3728,0.0035552978515625,False,False,True,True,False,737ade03aff8991f416936a7cd6b2d67e7ea329ba48621c7cf0d5eadafccf12d
cal/c001/002/manifests/policy_set.json,38,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/policy_set.json,105,2043,0.0019483566284179688,False,False,True,True,False,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
cal/c001/002/manifests/source_audit.json,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/source_audit.json,107,4921,0.004693031311035156,False,False,True,True,False,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
cal/c001/002/manifests/static_map_prior.json,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/manifests/static_map_prior.json,111,1202,0.0011463165283203125,False,False,True,True,False,4aba032ed04ee68117ea571bcaff2159be8ed06337b2fec420ae01b5454ed9b3
cal/c001/002/metrics/belief_evolution_summary.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/belief_evolution_summary.csv,116,754,0.0007190704345703125,False,False,True,True,False,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
cal/c001/002/metrics/belief_snapshot_log.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/belief_snapshot_log.csv,111,2036530,1.9421863555908203,False,False,True,True,False,1db762f17e1deb30e4dc742d148dd864974207c68e30b197c73ff6e2dc4fde92
cal/c001/002/metrics/episode_schedule.csv,41,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/episode_schedule.csv,108,152877,0.14579486846923828,False,False,True,True,False,e7ea6adf5d6774d8f279582c504753d995aa29750d4d117b2896df59e034944c
cal/c001/002/metrics/episode_summary.csv,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/episode_summary.csv,107,258202,0.24624061584472656,False,False,True,True,False,af02daa694a8d272fb558f5c75fe810b9b98a8a7a54c78a842a256f481f562d9
cal/c001/002/metrics/governor_rejection_log.csv,47,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/governor_rejection_log.csv,114,21122924,20.144390106201172,False,False,True,True,False,e53ae577f67a8cf7fb05543408ecbb176ac64bc9e9b55a8445b936ef79a2d5e6
cal/c001/002/metrics/governor_rejection_summary.csv,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/governor_rejection_summary.csv,118,2049,0.0019540786743164062,False,False,True,True,False,8e2436ccb87e7fb5aafae4d7960bcccb84734f7033041b6a2e3289500e12c835
cal/c001/002/metrics/memory_ablation_summary.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/memory_ablation_summary.csv,115,599,0.0005712509155273438,False,False,True,True,False,ed137dc22139f5b940ca7425241702989f8bca6fe16f4b195513f508e3baa0eb
cal/c001/002/metrics/paired_episode_schedule.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/paired_episode_schedule.csv,115,16442,0.015680313110351562,False,False,True,True,False,6edd13f4372256daedfa1c37f19a82b0bd8ce88c4b9732084efb50ac1052f83d
cal/c001/002/metrics/paired_policy_comparison.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/paired_policy_comparison.csv,116,215244,0.20527267456054688,False,False,True,True,False,3b3df2d4c4ca8c4c48156aa89a27356ec698c510a42d14708c62e6173fd1b55c
cal/c001/002/metrics/policy_set.csv,35,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/policy_set.csv,102,794,0.0007572174072265625,False,False,True,True,False,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
cal/c001/002/metrics/policy_summary.csv,39,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/policy_summary.csv,106,9477,0.009037971496582031,False,False,True,True,False,23de1480c3ad6e9e8dbd76693301e1208a21022dbb3ebc223cb340c7471daf03
cal/c001/002/metrics/prediction_alignment_summary.csv,53,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/prediction_alignment_summary.csv,120,945,0.0009012222290039062,False,False,True,True,False,d53662b4581383d76e7f634f299ec28970b06b050c4df03ca06b83e62666095e
cal/c001/002/metrics/primitive_execution_log.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/primitive_execution_log.csv,115,2607684,2.4868812561035156,False,False,True,True,False,1a40b99f63ac79463b9f32db1b59ed65e19673a39f794b697c2958c8dc9639c6
cal/c001/002/metrics/selector_choice_log.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/selector_choice_log.csv,111,314868,0.3002815246582031,False,False,True,True,False,7f3ad068f5b74727e517332486eeb7937819e90a975417d84eff30c1b1481885
cal/c001/002/metrics/source_audit_summary.csv,45,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/source_audit_summary.csv,112,1333,0.0012712478637695312,False,False,True,True,False,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
cal/c001/002/metrics/static_map_prior_samples.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/static_map_prior_samples.csv,116,6919,0.006598472595214844,False,False,True,True,False,166c35deaf0578e5ed46c7b46c0134646119fdf385ca881f3a497480039f0f8a
cal/c001/002/metrics/termination_summary.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/metrics/termination_summary.csv,111,892,0.000850677490234375,False,False,True,True,False,efc7b48f9df82b6dcf9efbfe4b98ec6c17636a1b7e9669c956c1fc491fb19fe9
cal/c001/002/reports/full_loop_validation_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/full_loop_validation_report.md,118,591,0.0005636215209960938,False,False,True,True,False,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
cal/c001/002/reports/l11_full_loop_move_on_check.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/l11_full_loop_move_on_check.md,118,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c001/002/reports/memory_ablation_report.md,46,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/memory_ablation_report.md,113,591,0.0005636215209960938,False,False,True,True,False,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
cal/c001/002/reports/prediction_alignment_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/prediction_alignment_report.md,118,591,0.0005636215209960938,False,False,True,True,False,19dfb8a555ebdc70329d02d4f672a2c08ab2f7427aaceeaf2357d9f91f8e3ddd
cal/c001/002/reports/source_audit.md,36,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/source_audit.md,103,313,0.00029850006103515625,False,False,True,True,False,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
cal/c001/002/reports/v1_move_on_check.md,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002/reports/v1_move_on_check.md,107,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c002/003/manifests/claim_boundary.json,42,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/claim_boundary.json,109,692,0.000659942626953125,False,False,True,True,False,ade0f673210484a3eb292dd49db8d8a854a6d19be698ecd773faa2a00ab17cd1
cal/c002/003/manifests/full_loop_validation_manifest.json,57,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/full_loop_validation_manifest.json,124,3719,0.0035467147827148438,False,False,True,True,False,18264ab8bd73943e60cdaa3986c45e74720aa52f90acbfb294f4fed3f6d9facb
cal/c002/003/manifests/policy_set.json,38,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/policy_set.json,105,2043,0.0019483566284179688,False,False,True,True,False,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
cal/c002/003/manifests/source_audit.json,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/source_audit.json,107,4921,0.004693031311035156,False,False,True,True,False,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
cal/c002/003/manifests/static_map_prior.json,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/manifests/static_map_prior.json,111,1198,0.0011425018310546875,False,False,True,True,False,a861c5134bcd354288ba069b684b323b6718a88aaee7597dcb0388c8ca9d3d0c
cal/c002/003/metrics/belief_evolution_summary.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/belief_evolution_summary.csv,116,754,0.0007190704345703125,False,False,True,True,False,471abfa136ead62f9bcc2dae5c22e108c036e23bce3f24c4ada4806fc787d658
cal/c002/003/metrics/belief_snapshot_log.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/belief_snapshot_log.csv,111,2045298,1.9505481719970703,False,False,True,True,False,fb00b4f09ae92af8b664099518c6469bcc557dc668f7bd993f23d1d1d32a9128
cal/c002/003/metrics/episode_schedule.csv,41,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/episode_schedule.csv,108,152835,0.14575481414794922,False,False,True,True,False,0dc807b94d592f5b2d12d420d9975a52072472743523bfcfb4f8032095157fb8
cal/c002/003/metrics/episode_summary.csv,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/episode_summary.csv,107,254362,0.24257850646972656,False,False,True,True,False,ab9c8b7d6b7d17dc63859b41149aae60115a681d4d58b79c62238e4d1dedd01b
cal/c002/003/metrics/governor_rejection_log.csv,47,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/governor_rejection_log.csv,114,21518249,20.521401405334473,False,False,True,True,False,f39ae6365c69bc8ea836c625028aa5bb8de207180a8edf44a4606491c4425252
cal/c002/003/metrics/governor_rejection_summary.csv,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/governor_rejection_summary.csv,118,2049,0.0019540786743164062,False,False,True,True,False,e4b037db7f536f6bb5c5d92b401ba165d3f37cffe93ff208c13dd4353f733f33
cal/c002/003/metrics/memory_ablation_summary.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/memory_ablation_summary.csv,115,599,0.0005712509155273438,False,False,True,True,False,1c6f6d6f8326627b3e4d5b3f19365ab7d698d252ba173fa3a6a0dc84fafe0cfe
cal/c002/003/metrics/paired_episode_schedule.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/paired_episode_schedule.csv,115,16435,0.01567363739013672,False,False,True,True,False,d1e8267b7e74648a97d364de2e99947637c5b7be5f452f6eeaa41ecb9c7f4d50
cal/c002/003/metrics/paired_policy_comparison.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/paired_policy_comparison.csv,116,211439,0.2016439437866211,False,False,True,True,False,c42062a499649712bee08891b6c24f035f4641e3d0c1a6baca7b58d06c5a16ca
cal/c002/003/metrics/policy_set.csv,35,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/policy_set.csv,102,794,0.0007572174072265625,False,False,True,True,False,aaeccd576a0608be25abf52329f83869d482b47f1e7f9ad1a73326e0fc841707
cal/c002/003/metrics/policy_summary.csv,39,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/policy_summary.csv,106,9069,0.008648872375488281,False,False,True,True,False,68b1c4507235a88d60925e1550d4985a6e4aac213b6849fb670bbb775cdf8760
cal/c002/003/metrics/prediction_alignment_summary.csv,53,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/prediction_alignment_summary.csv,120,951,0.0009069442749023438,False,False,True,True,False,a5c490807f24ddb44540c593d98414b9070b3c0a64b1beeddbd9a100a57452d3
cal/c002/003/metrics/primitive_execution_log.csv,48,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/primitive_execution_log.csv,115,2604770,2.484102249145508,False,False,True,True,False,7a21b6646d0002d81fded977adcc8e48a5eaf0f8b534bdae28d7a32eedbc9678
cal/c002/003/metrics/selector_choice_log.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/selector_choice_log.csv,111,316946,0.3022632598876953,False,False,True,True,False,5d8dd9fec6d2e10bb6902b10e87479b9aeeae834bfa63afb538bdde00eddda05
cal/c002/003/metrics/source_audit_summary.csv,45,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/source_audit_summary.csv,112,1333,0.0012712478637695312,False,False,True,True,False,52be5afc21f0b790d3db03f9dd45437cab5df7e69964f362d142027f90bf07c8
cal/c002/003/metrics/static_map_prior_samples.csv,49,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/static_map_prior_samples.csv,116,6901,0.006581306457519531,False,False,True,True,False,5aa967b9a16e5c78241af787e0e434052bd1df673f83bc201d79ea8b4054a56f
cal/c002/003/metrics/termination_summary.csv,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/metrics/termination_summary.csv,111,892,0.000850677490234375,False,False,True,True,False,abf65ab23aaee598020734d5b5b3594468c4011a9641f5a34b9eb38bd73bd931
cal/c002/003/reports/full_loop_validation_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/full_loop_validation_report.md,118,591,0.0005636215209960938,False,False,True,True,False,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
cal/c002/003/reports/l11_full_loop_move_on_check.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/l11_full_loop_move_on_check.md,118,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c002/003/reports/memory_ablation_report.md,46,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/memory_ablation_report.md,113,591,0.0005636215209960938,False,False,True,True,False,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
cal/c002/003/reports/prediction_alignment_report.md,51,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/prediction_alignment_report.md,118,591,0.0005636215209960938,False,False,True,True,False,5f980b97f15c39297bb426afce2c77d3573ac9a517ec4bab9a192af82ae6af67
cal/c002/003/reports/source_audit.md,36,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/source_audit.md,103,313,0.00029850006103515625,False,False,True,True,False,24f918787dc0d76f58aef7da515aaf15e11d7b6711a208eaa49e013e8df7d8a5
cal/c002/003/reports/v1_move_on_check.md,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c002/003/reports/v1_move_on_check.md,107,396,0.000377655029296875,False,False,True,True,False,2af44ae1ee7eca668d702dfd9d3302f80f85f206346516e7be4301d660c7654a
cal/c003/004/manifests/claim_boundary.json,42,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/claim_boundary.json,109,695,0.0006628036499023438,False,False,True,True,False,c093fce78b338b7a417f101903603da386ae54faa56bcc61814f29ff07df2804
cal/c003/004/manifests/full_loop_validation_manifest.json,57,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/full_loop_validation_manifest.json,124,3728,0.0035552978515625,False,False,True,True,False,2b07c4325d449e5d6c8f96cb90b3d84d8b3cb44d800f2e1b292feb8864be5b60
cal/c003/004/manifests/policy_set.json,38,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/policy_set.json,105,2043,0.0019483566284179688,False,False,True,True,False,1b6b9a9f60bbbe4e35333d1694fd467390cda11c985237ab2295f5cc23d600e4
cal/c003/004/manifests/source_audit.json,40,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/source_audit.json,107,4921,0.004693031311035156,False,False,True,True,False,cee9ae4cc254d431ecc9b496b15836a0b03adbf35cc13aeab98231ba51ee6f65
cal/c003/004/manifests/static_map_prior.json,44,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c003/004/manifests/static_map_prior.json,111,1200,0.0011444091796875,False,False,True,True,False,0d03c0395726fd0a683d979348c191b44cbe27616230e417dc0456505f5619a6
