parameter,value,applied_to_replay,description
transition_side_force_p_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_side_force_r_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_roll_moment_bias_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_roll_moment_beta_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_roll_moment_p_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_roll_moment_r_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_yaw_moment_bias_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_yaw_moment_beta_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_yaw_moment_p_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
transition_yaw_moment_r_hat_coeff,0,False,"Compact transition-window lateral delta multiplied by 4*smoothstep*(1-smoothstep). Disabled by default; only CY_beta, Cl_p, and Cn_r are fit when enabled."
post_stall_lift_rbf_20_coeff,0,False,Diagnostic rich post-stall CL alpha-RBF coefficient at 20 deg AoA. Disabled in the compact default.
post_stall_lift_rbf_45_coeff,0,False,Diagnostic rich post-stall CL alpha-RBF coefficient at 45 deg AoA. Disabled in the compact default.
post_stall_lift_rbf_70_coeff,0,False,Diagnostic rich post-stall CL alpha-RBF coefficient at 70 deg AoA. Disabled in the compact default.
post_stall_drag_rbf_20_coeff,0,False,Diagnostic rich post-stall CD alpha-RBF coefficient at 20 deg AoA. Disabled in the compact default.
post_stall_drag_rbf_45_coeff,0,False,Diagnostic rich post-stall CD alpha-RBF coefficient at 45 deg AoA. Disabled in the compact default.
post_stall_drag_rbf_70_coeff,0,False,Diagnostic rich post-stall CD alpha-RBF coefficient at 70 deg AoA. Disabled in the compact default.
post_stall_pitch_moment_rbf_20_coeff,0,False,Diagnostic rich post-stall Cm alpha-RBF coefficient at 20 deg AoA. Disabled in the compact default.
post_stall_pitch_moment_rbf_45_coeff,0,False,Diagnostic rich post-stall Cm alpha-RBF coefficient at 45 deg AoA. Disabled in the compact default.
post_stall_pitch_moment_rbf_70_coeff,0,False,Diagnostic rich post-stall Cm alpha-RBF coefficient at 70 deg AoA. Disabled in the compact default.
post_stall_pitch_damping_rbf_20_coeff,0,False,Diagnostic rich post-stall Cmq alpha-RBF coefficient at 20 deg AoA. Disabled in the compact default.
post_stall_pitch_damping_rbf_45_coeff,0,False,Diagnostic rich post-stall Cmq alpha-RBF coefficient at 45 deg AoA. Disabled in the compact default.
post_stall_pitch_damping_rbf_70_coeff,0,False,Diagnostic rich post-stall Cmq alpha-RBF coefficient at 70 deg AoA. Disabled in the compact default.
post_stall_side_force_bias_rbf_20_coeff,0,False,Neutral post-stall CY residual coefficient multiplying bias at 20 deg AoA.
post_stall_side_force_bias_rbf_45_coeff,0,False,Neutral post-stall CY residual coefficient multiplying bias at 45 deg AoA.
post_stall_side_force_bias_rbf_70_coeff,0,False,Neutral post-stall CY residual coefficient multiplying bias at 70 deg AoA.
post_stall_side_force_beta_rbf_20_coeff,0,False,Neutral post-stall CY residual coefficient multiplying beta at 20 deg AoA.
post_stall_side_force_beta_rbf_45_coeff,0,False,Neutral post-stall CY residual coefficient multiplying beta at 45 deg AoA.
post_stall_side_force_beta_rbf_70_coeff,0,False,Neutral post-stall CY residual coefficient multiplying beta at 70 deg AoA.
post_stall_side_force_p_hat_rbf_20_coeff,0,False,Neutral post-stall CY residual coefficient multiplying p_hat at 20 deg AoA.
post_stall_side_force_p_hat_rbf_45_coeff,0,False,Neutral post-stall CY residual coefficient multiplying p_hat at 45 deg AoA.
post_stall_side_force_p_hat_rbf_70_coeff,0,False,Neutral post-stall CY residual coefficient multiplying p_hat at 70 deg AoA.
post_stall_side_force_r_hat_rbf_20_coeff,0,False,Neutral post-stall CY residual coefficient multiplying r_hat at 20 deg AoA.
post_stall_side_force_r_hat_rbf_45_coeff,0,False,Neutral post-stall CY residual coefficient multiplying r_hat at 45 deg AoA.
post_stall_side_force_r_hat_rbf_70_coeff,0,False,Neutral post-stall CY residual coefficient multiplying r_hat at 70 deg AoA.
post_stall_roll_moment_bias_rbf_20_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying bias at 20 deg AoA.
post_stall_roll_moment_bias_rbf_45_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying bias at 45 deg AoA.
post_stall_roll_moment_bias_rbf_70_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying bias at 70 deg AoA.
post_stall_roll_moment_beta_rbf_20_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying beta at 20 deg AoA.
post_stall_roll_moment_beta_rbf_45_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying beta at 45 deg AoA.
post_stall_roll_moment_beta_rbf_70_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying beta at 70 deg AoA.
post_stall_roll_moment_p_hat_rbf_20_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying p_hat at 20 deg AoA.
post_stall_roll_moment_p_hat_rbf_45_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying p_hat at 45 deg AoA.
post_stall_roll_moment_p_hat_rbf_70_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying p_hat at 70 deg AoA.
post_stall_roll_moment_r_hat_rbf_20_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying r_hat at 20 deg AoA.
post_stall_roll_moment_r_hat_rbf_45_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying r_hat at 45 deg AoA.
post_stall_roll_moment_r_hat_rbf_70_coeff,0,False,Neutral post-stall Cl residual coefficient multiplying r_hat at 70 deg AoA.
post_stall_yaw_moment_bias_rbf_20_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying bias at 20 deg AoA.
post_stall_yaw_moment_bias_rbf_45_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying bias at 45 deg AoA.
post_stall_yaw_moment_bias_rbf_70_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying bias at 70 deg AoA.
post_stall_yaw_moment_beta_rbf_20_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying beta at 20 deg AoA.
post_stall_yaw_moment_beta_rbf_45_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying beta at 45 deg AoA.
post_stall_yaw_moment_beta_rbf_70_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying beta at 70 deg AoA.
post_stall_yaw_moment_p_hat_rbf_20_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying p_hat at 20 deg AoA.
post_stall_yaw_moment_p_hat_rbf_45_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying p_hat at 45 deg AoA.
post_stall_yaw_moment_p_hat_rbf_70_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying p_hat at 70 deg AoA.
post_stall_yaw_moment_r_hat_rbf_20_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying r_hat at 20 deg AoA.
post_stall_yaw_moment_r_hat_rbf_45_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying r_hat at 45 deg AoA.
post_stall_yaw_moment_r_hat_rbf_70_coeff,0,False,Neutral post-stall Cn residual coefficient multiplying r_hat at 70 deg AoA.
