cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c04,fg_20260523_four_fan_branch_W1_001835,fg_20260523_four_fan_branch_W1_001835__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,blocked_partial,energy_retaining_bank,0.0,0.0,0.1541470094300001,3.78449849417,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260523_four_fan_branch_W1_002758,fg_20260523_four_fan_branch_W1_002758__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.2342511443523989,-0.0401735634256005,7.5197232899384385,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c01,fg_20260523_four_fan_branch_W1_000156,fg_20260523_four_fan_branch_W1_000156__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.2112722547025267,-0.0168595629892505,4.135189305715556,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c02,fg_20260523_four_fan_branch_W1_005983,fg_20260523_four_fan_branch_W1_005983__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.2084509133630154,-0.0087110149812295,4.858400603550136,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c03,fg_20260523_four_fan_branch_W1_002345,fg_20260523_four_fan_branch_W1_002345__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.2378069020157351,-0.0079078928714077,5.525787606128793,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c04,fg_20260523_four_fan_branch_W1_005436,fg_20260523_four_fan_branch_W1_005436__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.132964046691832,-0.0097531879910118,6.5590894165914015,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260523_four_fan_branch_W1_003719,fg_20260523_four_fan_branch_W1_003719__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.2452628956880445,0.12678494214,4.974811399628499,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c01,fg_20260523_four_fan_branch_W1_003998,fg_20260523_four_fan_branch_W1_003998__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.4534180852443006,0.0363899055900001,7.587411986666422,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c02,fg_20260523_four_fan_branch_W1_002797,fg_20260523_four_fan_branch_W1_002797__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.3693054787624183,0.0573521162400001,2.8763957144144743,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c03,fg_20260523_four_fan_branch_W1_000126,fg_20260523_four_fan_branch_W1_000126__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.4080537474900279,0.15401330712,7.339554983800519,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c04,fg_20260523_four_fan_branch_W1_005182,fg_20260523_four_fan_branch_W1_005182__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.5062911690917886,0.0155980152200001,2.6746971333280176,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000774,fg_20260523_four_fan_branch_W1_000774__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,failed,energy_retaining_bank,0.0,-0.3765357859051774,-0.0619147199903625,6.785235429191838,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_003339,fg_20260523_four_fan_branch_W1_003339__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.1228301256499999,5.84401328657,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_003268,fg_20260523_four_fan_branch_W1_003268__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.03134612798,7.17362074137,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_000035,fg_20260523_four_fan_branch_W1_000035__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.0329653031000001,7.30512919155,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c03,fg_20260523_four_fan_branch_W1_001568,fg_20260523_four_fan_branch_W1_001568__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.1542579887099999,5.04808098599,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c04,fg_20260523_four_fan_branch_W1_003408,fg_20260523_four_fan_branch_W1_003408__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.0122729593799999,4.88124539292,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,accepted,energy_retaining_bank,0.0,-0.384145784971122,0.1277239883100001,6.843082491673768,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260523_four_fan_branch_W1_006533,fg_20260523_four_fan_branch_W1_006533__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,blocked_partial,energy_retaining_bank,0.0,0.0,0.1265005894299999,3.48812104175,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c01,fg_20260523_four_fan_branch_W1_007417,fg_20260523_four_fan_branch_W1_007417__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,blocked_partial,energy_retaining_bank,0.0,0.0,-0.0690005005899998,4.2789936661,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c02,fg_20260523_four_fan_branch_W1_006138,fg_20260523_four_fan_branch_W1_006138__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,blocked_partial,energy_retaining_bank,0.0,0.0,0.3246610762599999,4.01541811017,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260523_four_fan_branch_W1_006115,fg_20260523_four_fan_branch_W1_006115__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,energy_retaining_bank,0.0,-0.241012644242025,-0.034185408888373,6.643804165322455,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c01,fg_20260523_four_fan_branch_W1_006202,fg_20260523_four_fan_branch_W1_006202__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,energy_retaining_bank,0.0,0.0,-0.01322535392,5.5829253385,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c02,fg_20260523_four_fan_branch_W1_006936,fg_20260523_four_fan_branch_W1_006936__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,energy_retaining_bank,0.0,0.0,-0.05153015275,5.62949043128,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260523_four_fan_branch_W1_007215,fg_20260523_four_fan_branch_W1_007215__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.2231082660041048,0.2267114087899999,3.425685231558045,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c01,fg_20260523_four_fan_branch_W1_007335,fg_20260523_four_fan_branch_W1_007335__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.4822217530132526,0.31122612365,3.374139473313806,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c02,fg_20260523_four_fan_branch_W1_006439,fg_20260523_four_fan_branch_W1_006439__W0__energy_retaining_bank,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,energy_retaining_bank,0.0,-0.227840288362346,0.0819789618799999,2.4836376813672003,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
